method,round,accuracy,balanced_accuracy,f1_score,precision,recall,auc_roc,round_duration,agg_client_count,selected_client_count,participation_policy,dp_noise_scale,zkip_failures,ebcd_alert,tcm_state_count
dp_fl,1,0.05,0.07539682539682539,0.058385093167701865,0.05434782608695652,0.06884057971014493,nan,0.47060632705688477,5,5,all,0.03006100558895854,0,0,0
dp_fl,2,0.07,0.057539682539682536,0.06345755693581781,0.09057971014492752,0.05253623188405797,nan,0.34276819229125977,5,5,all,0.03006100558895854,0,0,0
