method,label,comparison_role,dp_scope,use_dp,dynamic_privacy,compute_adapter,use_zkip,use_ebcd,use_tcm,fedprox,force_client_epochs,reference
fedavg,FedAvg,legacy_explicit_only,none,False,False,False,False,False,False,False,,
