method,label,round,accuracy,balanced_accuracy,f1_score,auc_roc,dp_noise_scale,agg_client_count,selected_client_count,participation_policy,zkip_failures,ebcd_alert,tcm_state_count,round_duration
dp_fl,DP-FL,1,0.4076063829787234,0.4076063829787233,0.38550709063655975,0.9322139454209063,0.012706065800842018,17,17,all,0,0,0,92.9021406173706
dp_fl,DP-FL,2,0.42627659574468085,0.4262765957446807,0.41263375602541363,0.9361636389916743,0.012686338984818985,15,15,all,0,0,0,81.17643070220947
dp_fl,DP-FL,3,0.420531914893617,0.42053191489361696,0.4002743437232536,0.9369439552497685,0.012939947657050886,16,16,all,0,0,0,83.35395741462708
dp_fl,DP-FL,4,0.43361702127659574,0.43361702127659574,0.41748259197948445,0.9373403995143388,0.012635318189244236,15,15,all,0,0,0,83.65572333335876
dp_fl,DP-FL,5,0.4378723404255319,0.43787234042553186,0.4208809840817938,0.9376975630203515,0.012858381525705398,17,17,all,0,0,0,90.25923681259155
dp_fl,DP-FL,6,0.44101063829787235,0.44101063829787235,0.42379778553636804,0.9378928422756707,0.012758736281902282,19,19,all,0,0,0,101.34599328041077
dp_fl,DP-FL,7,0.44420212765957445,0.4442021276595744,0.4270985733747418,0.9382566951896393,0.012892405082507875,18,18,all,0,0,0,95.2336037158966
dp_fl,DP-FL,8,0.44117021276595747,0.44117021276595736,0.424797279784834,0.9382672294172064,0.012885241626702048,15,15,all,0,0,0,78.72204279899597
dp_fl,DP-FL,9,0.4443617021276596,0.4443617021276595,0.42737758770862844,0.9384787754394079,0.012775064249095181,19,19,all,0,0,0,101.16129851341248
dp_fl,DP-FL,10,0.4441489361702128,0.44414893617021267,0.4276295006536258,0.9386375086725255,0.012800458598873368,18,18,all,0,0,0,97.35866856575012
dp_fl,DP-FL,11,0.4434574468085106,0.44345744680851057,0.4254860315553398,0.9388028879509712,0.012756773841806929,16,16,all,0,0,0,87.92338156700134
dp_fl,DP-FL,12,0.44377659574468087,0.4437765957446808,0.4259261280725899,0.9390647375115635,0.012780011167524969,17,17,all,0,0,0,92.39225435256958
