round,client_id,tier,client_idx,epochs,upload_ratio,noise_multiplier,predicted_compute_seconds,predicted_communication_seconds,predicted_total_seconds,privacy_target_increment,utility_score
44,client_10,standard,10,3,1.0,2.9891397202244807,0.5110040790013755,0.08710316042444725,0.5981072394258227,0.13648148359794132,0.5997347221253371
44,client_2,high,2,3,1.0,3.5032136543764922,0.28346477446379054,0.022208537451734005,0.30567331191552455,0.14141305616591548,0.596678186501814
44,client_15,constrained,15,3,1.0,3.0757908675481054,1.2545461595085827,0.30219791705942056,1.5567440765680032,0.15002344471591722,0.5965246627270151
44,client_1,standard,1,3,1.0,2.731258218656092,0.733060477354259,0.07724268640345928,0.8103031637577184,0.13044329284954648,0.5938144504341561
44,client_4,standard,4,3,1.0,3.069045375182806,0.46447011861426774,0.07751750986460426,0.541987628478872,0.1364496653188656,0.5799670142801423
44,client_19,standard,19,3,1.0,2.9402667192715657,0.6083232640405869,0.08873935337110478,0.6970626174116916,0.1301431640714612,0.5647126593504241
44,client_9,constrained,9,3,1.0,2.9178097656978528,1.1389171509006426,0.2609185847712908,1.3998357356719335,0.136515924396313,0.5456240158828913
44,client_0,standard,0,3,1.0,3.4183403595999473,0.4437517644794746,0.10808360507889274,0.5518353695583673,0.11997828985894365,0.4805494808982509
45,client_16,constrained,16,3,1.0,2.7303463448698655,1.6071329862782842,0.37969426463957945,1.9868272509178637,0.13031143337466755,0.684438854800963
45,client_14,standard,14,3,1.0,2.8506787438119536,0.5736667715562555,0.07711921506107333,0.6507859866173288,0.13947910116702666,0.8555622212532348
45,client_7,high,7,3,1.0,2.601151745674414,0.5381301709361537,0.023138154188786328,0.56126832512494,0.13056598264291885,0.8352904493079989
45,client_6,standard,6,3,1.0,2.9610035625447106,0.5009510606579797,0.08645131756456009,0.5874023782225397,0.13023591291609327,0.7163494306282621
45,client_13,standard,13,3,1.0,2.881123511897679,0.5136548593825777,0.07967631202298717,0.5933311714055649,0.1301900065033772,0.7050761975781785
45,client_3,standard,3,3,1.0,3.50656314689353,0.48170468469053074,0.08298283580614212,0.5646875204966728,0.12941505467808367,0.6975663678047681
45,client_18,standard,18,3,1.0,3.063396702543032,0.5603203388898716,0.10516264005066266,0.6654829789405343,0.12581326423628036,0.6749154355579536
45,client_4,standard,4,3,1.0,3.069045375182806,0.4462133287248525,0.08810222669316836,0.5343155554180208,0.1300588374968461,0.6571634856813523
45,client_1,standard,1,3,1.0,2.731258218656092,0.6245450406444487,0.07797505407822589,0.7025200947226746,0.11987772698106847,0.6557427066938356
45,client_19,standard,19,3,1.0,2.9402667192715657,0.6105848214392539,0.08679507165333046,0.6973798930925843,0.11990615684358819,0.6311503195578013
45,client_10,standard,10,3,1.0,2.9891397202244807,0.49788906153811946,0.09178996319500253,0.589679024733122,0.13014336547312721,0.6267303730592046
45,client_17,constrained,17,3,1.0,3.019758285057725,1.2860558132841307,0.3163798114811873,1.602435624765318,0.14370657591976665,0.6122647663693629
45,client_15,constrained,15,3,1.0,3.0757908675481054,1.0967346175464696,0.320711615333795,1.4174462328802646,0.1405698139348055,0.6068686311236319
45,client_11,high,11,3,1.0,3.374166447221922,0.25289648045488206,0.023886454057227908,0.27678293451210995,0.12939574429546052,0.5803375211546533
45,client_9,constrained,9,3,1.0,2.9178097656978528,1.264706445451711,0.30576947282605466,1.5704759182777657,0.13021839367532717,0.5730249271965677
45,client_0,standard,0,3,1.0,3.4183403595999473,0.45495270240687036,0.08742934374360664,0.542382046150477,0.11801164429234401,0.47447986508534007
46,client_16,constrained,16,3,1.0,2.7303463448698655,1.5147092550480967,0.37535376880337845,1.890063023851475,0.12284783066163474,0.621938854800963
46,client_8,standard,8,3,1.0,3.6318972153384124,0.3755504164334898,0.09055282428165365,0.4661032407151434,0.15153916190786143,0.6959318857067784
46,client_5,high,5,3,1.0,2.8156215938706732,0.36842473187143515,0.025913691751225543,0.3943384236226607,0.13042189300144802,0.6661108849437437
46,client_18,standard,18,3,1.0,3.063396702543032,0.5952077281110371,0.10110022451152187,0.696307952622559,0.11825085364575205,0.6514637783606099
46,client_13,standard,13,3,1.0,2.881123511897679,0.6037123606265726,0.08204301883944959,0.6857553794660223,0.11993274324785297,0.6319221072497792
