timestamp,round,model_hash,server_state_hash,client_updates_hash,checkpoint_file
1782207678.6476748,1,dda3eee4ba3c1d34dc4822d2d32bf657f0215f82ee40f5143b0238f9644c5b0b,f0e4524ff703c9980d5bbb3eecdde807a787738f51323e3f16c8b8a50eeeb72a,eaf9d2963e5e3a8e81e144b35f0ff1a1116858d3d4ac5d7842f6a5e0e7c1037d,checkpoints\model_dda3eee4ba3c1d34.npz
1782207679.2432415,2,d82e80b833529ed94b9b1fc4bbda7a03b0cd397c915173f228b5e93ef3199cba,f0e4524ff703c9980d5bbb3eecdde807a787738f51323e3f16c8b8a50eeeb72a,eaf9d2963e5e3a8e81e144b35f0ff1a1116858d3d4ac5d7842f6a5e0e7c1037d,checkpoints\model_d82e80b833529ed9.npz
