method,round,accuracy,balanced_accuracy,f1_score,precision,recall,auc_roc,round_duration,agg_client_count,selected_client_count,participation_policy,dp_noise_scale,zkip_failures,ebcd_alert,tcm_state_count
apdp_rtfl,1,0.020585106382978724,0.020585106382978724,0.018714624088148134,0.019729379724423773,0.020585106382978724,0.4954054073196116,12.774772644042969,17,17,all,13.876103567353532,0,0,1
apdp_rtfl,2,0.023297872340425532,0.023297872340425525,0.020104353179727003,0.019727243689062673,0.023297872340425525,0.4946018631475487,10.953984022140503,15,15,all,13.696827509015474,0,0,2
apdp_rtfl,3,0.020904255319148937,0.020904255319148933,0.01789521966104262,0.017625547226542578,0.020904255319148933,0.50117865113321,11.830833196640015,16,16,all,14.517213804952462,0,0,3
apdp_rtfl,4,0.025372340425531915,0.025372340425531912,0.02180021901218362,0.021421056319983978,0.025372340425531912,0.5103914561170213,10.357654333114624,15,15,all,13.507529788297541,0,0,4
apdp_rtfl,5,0.03047872340425532,0.030478723404255312,0.025127106677803043,0.024753426370674805,0.030478723404255312,0.5217632834181313,12.413330078125,17,17,all,14.442243646196784,0,0,5
apdp_rtfl,6,0.024893617021276595,0.024893617021276588,0.021906765914069388,0.022604922839749082,0.024893617021276588,0.5211075378700277,13.893032789230347,19,19,all,13.819023022170002,0,0,6
apdp_rtfl,7,0.02526595744680851,0.02526595744680851,0.02308714897267254,0.02409000177527574,0.02526595744680851,0.5213628324468085,12.979919910430908,18,18,all,13.894326577820758,0,0,7
apdp_rtfl,8,0.019414893617021277,0.01941489361702128,0.018044136663572363,0.018921804538931254,0.01941489361702128,0.5201431732770582,11.277475595474243,15,15,all,14.71624306817561,0,0,8
apdp_rtfl,9,0.020851063829787235,0.020851063829787235,0.019497955415107886,0.02028839521503204,0.020851063829787235,0.5209610401248844,13.624425411224365,19,19,all,13.784866727288701,0,0,9
apdp_rtfl,10,0.021914893617021276,0.021914893617021272,0.02040575940119322,0.021600932566566186,0.021914893617021272,0.5210335048566143,13.056809186935425,18,18,all,13.824345530823557,0,0,10
apdp_rtfl,11,0.023776595744680853,0.02377659574468085,0.022512419384778656,0.024394767550765036,0.02377659574468085,0.5217679738089732,11.454355955123901,16,16,all,13.708360613987791,0,0,11
apdp_rtfl,12,0.022606382978723406,0.0226063829787234,0.02124663314068246,0.023870008298326733,0.0226063829787234,0.5224823933279371,12.605581283569336,17,17,all,13.754987184567355,0,0,12
