method,label,round,accuracy,balanced_accuracy,f1_score,auc_roc,dp_noise_scale,agg_client_count,selected_client_count,participation_policy,zkip_failures,ebcd_alert,tcm_state_count,round_duration
apdp_rtfl,APDP-RTFL,1,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,1,0.757166862487793
apdp_rtfl,APDP-RTFL,2,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,2,0.7691576480865479
apdp_rtfl,APDP-RTFL,3,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,3,0.8224444389343262
apdp_rtfl,APDP-RTFL,4,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,4,0.8168766498565674
apdp_rtfl,APDP-RTFL,5,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,5,0.8044140338897705
apdp_rtfl,APDP-RTFL,6,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,6,0.9519991874694824
apdp_rtfl,APDP-RTFL,7,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,7,0.7962255477905273
apdp_rtfl,APDP-RTFL,8,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,8,0.7099220752716064
apdp_rtfl,APDP-RTFL,9,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,9,0.8917667865753174
apdp_rtfl,APDP-RTFL,10,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,10,0.7957475185394287
apdp_rtfl,APDP-RTFL,11,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,11,0.7545130252838135
apdp_rtfl,APDP-RTFL,12,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,12,0.7514133453369141
apdp_rtfl,APDP-RTFL,13,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,13,0.7168357372283936
apdp_rtfl,APDP-RTFL,14,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,14,0.7053148746490479
apdp_rtfl,APDP-RTFL,15,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,15,0.7933089733123779
apdp_rtfl,APDP-RTFL,16,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,16,0.9006297588348389
apdp_rtfl,APDP-RTFL,17,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,17,0.8700742721557617
apdp_rtfl,APDP-RTFL,18,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,18,0.7656581401824951
apdp_rtfl,APDP-RTFL,19,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,19,0.8049454689025879
apdp_rtfl,APDP-RTFL,20,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,20,0.9110107421875
apdp_rtfl,APDP-RTFL,21,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,21,0.7512681484222412
apdp_rtfl,APDP-RTFL,22,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,22,0.7043838500976562
apdp_rtfl,APDP-RTFL,23,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,23,0.7896490097045898
apdp_rtfl,APDP-RTFL,24,0.02127659574468085,0.02127659574468085,nan,nan,0.0,0,0,all,0,0,24,0.8364875316619873
