method,client_id,target_epsilon,final_epsilon,remaining_epsilon,spent_events,budget_exhausted_events
dp_fl,client_0,5.0,5.0,0.0,2,0
dp_fl,client_1,5.0,5.0,0.0,2,0
dp_fl,client_2,5.0,5.0,0.0,2,0
dp_fl,client_3,5.0,5.0,0.0,2,0
dp_fl,client_4,5.0,5.0,0.0,2,0
