method,client_id,round,steps,sample_rate,noise_multiplier,cumulative_epsilon,incremental_epsilon,target_epsilon,remaining_epsilon,status
apdp_rtfl,client_0,1,1,1.0,1.6405687461649179,3.111067071761333,3.111067071761333,5.0,1.8889329282386669,spent
apdp_rtfl,client_1,1,2,0.927536231884058,2.2192334480182057,3.1321244941940103,3.1321244941940103,5.0,1.8678755058059897,spent
apdp_rtfl,client_2,1,1,1.0,1.6405687461649179,3.111067071761333,3.111067071761333,5.0,1.8889329282386669,spent
apdp_rtfl,client_3,1,1,1.0,1.6405687461649179,3.111067071761333,3.111067071761333,5.0,1.8889329282386669,spent
apdp_rtfl,client_4,1,2,0.6808510638297872,1.877247830921844,3.189601316169167,3.189601316169167,5.0,1.810398683830833,spent
apdp_rtfl,client_0,2,1,1.0,1.6405687461649179,4.519634182046234,1.408567110284901,5.0,0.480365817953766,spent
apdp_rtfl,client_1,2,2,0.927536231884058,2.2192334480182057,4.514146184957875,1.3820216907638647,5.0,0.485853815042125,spent
apdp_rtfl,client_2,2,1,1.0,1.6405687461649179,4.519634182046234,1.408567110284901,5.0,0.480365817953766,spent
apdp_rtfl,client_3,2,1,1.0,1.6405687461649179,4.519634182046234,1.408567110284901,5.0,0.480365817953766,spent
apdp_rtfl,client_4,2,2,0.6808510638297872,1.877247830921844,4.425477612030049,1.2358762958608818,5.0,0.5745223879699513,spent
