timestamp,round,model_hash,server_state_hash,client_updates_hash,checkpoint_file
1782207755.4029891,1,8368b4c2a1fecd490b9382312cb5391b784ab235971ef927d58df8d55e206bb8,f0e4524ff703c9980d5bbb3eecdde807a787738f51323e3f16c8b8a50eeeb72a,eaf9d2963e5e3a8e81e144b35f0ff1a1116858d3d4ac5d7842f6a5e0e7c1037d,checkpoints\model_8368b4c2a1fecd49.npz
1782207755.9604282,2,a054b2ff6e31084747044cac29fb4ec4bba0b84b28ad0bd314cbc310b9ee96dd,f0e4524ff703c9980d5bbb3eecdde807a787738f51323e3f16c8b8a50eeeb72a,eaf9d2963e5e3a8e81e144b35f0ff1a1116858d3d4ac5d7842f6a5e0e7c1037d,checkpoints\model_a054b2ff6e310847.npz
